iso_code,Location,Date,Total cases,New cases,Total deaths,New deaths,Total tests
VNM,Vietnam,2/18/2021,2347,18,35,0,
VNM,Vietnam,2/19/2021,2362,15,35,0,
VNM,Vietnam,2/20/2021,2368,6,35,0,
VNM,Vietnam,2/21/2021,2383,15,35,0,
VNM,Vietnam,2/22/2021,2392,9,35,0,
VNM,Vietnam,2/23/2021,2403,11,35,0,
VNM,Vietnam,2/24/2021,2412,9,35,0,
VNM,Vietnam,2/25/2021,2421,9,35,0,
VNM,Vietnam,2/26/2021,2426,5,35,0,
VNM,Vietnam,2/27/2021,2432,6,35,0,
VNM,Vietnam,2/28/2021,2448,16,35,0,
VNM,Vietnam,3/1/2021,2448,0,35,0,
VNM,Vietnam,3/2/2021,2475,27,35,0,
VNM,Vietnam,3/3/2021,2482,7,35,0,
VNM,Vietnam,3/4/2021,2488,6,35,0,
VNM,Vietnam,3/5/2021,2494,6,35,0,
VNM,Vietnam,3/6/2021,2501,7,35,0,
VNM,Vietnam,3/7/2021,2512,11,35,0,
VNM,Vietnam,3/8/2021,2524,12,35,0,
VNM,Vietnam,3/9/2021,2526,2,35,0,
VNM,Vietnam,3/10/2021,2529,3,35,0,
VNM,Vietnam,3/11/2021,2533,4,35,0,
VNM,Vietnam,3/12/2021,2550,17,35,0,
VNM,Vietnam,3/13/2021,2553,3,35,0,
VNM,Vietnam,3/14/2021,2554,1,35,0,
VNM,Vietnam,3/15/2021,2557,3,35,0,2482302
VNM,Vietnam,3/16/2021,2560,3,35,0,
VNM,Vietnam,3/17/2021,2567,7,35,0,
VNM,Vietnam,3/18/2021,2570,3,35,0,
VNM,Vietnam,3/19/2021,2571,1,35,0,
VNM,Vietnam,3/20/2021,2572,1,35,0,
VNM,Vietnam,3/21/2021,2572,0,35,0,
VNM,Vietnam,3/22/2021,2575,3,35,0,
VNM,Vietnam,3/23/2021,2575,0,35,0,
VNM,Vietnam,3/24/2021,2576,1,35,0,
VNM,Vietnam,3/25/2021,2579,3,35,0,
VNM,Vietnam,3/26/2021,2586,7,35,0,
VNM,Vietnam,3/27/2021,2586,0,35,0,
VNM,Vietnam,3/28/2021,2591,5,35,0,
VNM,Vietnam,3/29/2021,2594,3,35,0,
VNM,Vietnam,3/30/2021,2594,0,35,0,
VNM,Vietnam,3/31/2021,2603,9,35,0,
VNM,Vietnam,4/1/2021,2617,14,35,0,
VNM,Vietnam,4/2/2021,2620,3,35,0,
VNM,Vietnam,4/3/2021,2626,6,35,0,
VNM,Vietnam,4/4/2021,2631,5,35,0,
VNM,Vietnam,4/5/2021,2637,6,35,0,
VNM,Vietnam,4/6/2021,2648,11,35,0,
VNM,Vietnam,4/7/2021,2659,11,35,0,
VNM,Vietnam,4/8/2021,2668,9,35,0,
VNM,Vietnam,4/9/2021,2683,15,35,0,
VNM,Vietnam,4/10/2021,2692,9,35,0,
VNM,Vietnam,4/11/2021,2693,1,35,0,
VNM,Vietnam,4/12/2021,2705,12,35,0,
VNM,Vietnam,4/13/2021,2714,9,35,0,
VNM,Vietnam,4/14/2021,2733,19,35,0,
VNM,Vietnam,4/15/2021,2758,25,35,0,
VNM,Vietnam,4/16/2021,2772,14,35,0,
VNM,Vietnam,4/17/2021,2781,9,35,0,
VNM,Vietnam,4/18/2021,2785,4,35,0,
VNM,Vietnam,4/19/2021,2791,6,35,0,
VNM,Vietnam,4/20/2021,2800,9,35,0,
VNM,Vietnam,4/21/2021,2812,12,35,0,
VNM,Vietnam,4/22/2021,2824,12,35,0,
VNM,Vietnam,4/23/2021,2830,6,35,0,
VNM,Vietnam,4/24/2021,2833,3,35,0,
VNM,Vietnam,4/25/2021,2843,10,35,0,
VNM,Vietnam,4/26/2021,2852,9,35,0,
VNM,Vietnam,4/27/2021,2857,5,35,0,
